location_id,district_code,state_name,district_name,population,male,female,literate,workers,households,households_with_internet,households_with_electric_lighting,urban_households,rural_households,households_with_computer,lpg_or_png_households,state_key,district_key,latitude,longitude
474,474,GUJARAT,Ahmadabad,7214225,3788051,3426174,5435760,2594952,2198552,126341,1456046,1845383,353169,273651,965017,GUJARAT,AHMADABAD,23.16423459027484,87.24498034228328
475,475,GUJARAT,Surendranagar,1756268,909917,846351,1093626,723500,500598,2975,302068,159810,340788,15309,77857,GUJARAT,SURENDRANAGAR,22.752539382130585,71.61628188350515
476,476,GUJARAT,Rajkot,3804558,1974445,1830113,2725056,1479050,1181006,21785,747352,721532,459474,67370,362140,GUJARAT,RAJKOT,22.067248452492667,71.03815247184751
477,477,GUJARAT,Jamnagar,2160119,1114192,1045927,1396534,847440,646325,11573,386538,299167,347158,30384,142974,GUJARAT,JAMNAGAR,22.309362009829062,70.22354565811966
478,478,GUJARAT,Porbandar,585449,300209,285240,393678,231169,183572,1653,117040,87557,96015,5639,41686,GUJARAT,PORBANDAR,21.640507073296703,69.77390001384616
479,479,GUJARAT,Junagadh,2743082,1404356,1338726,1842818,1123709,776743,6628,498326,287506,489237,26991,144561,GUJARAT,JUNAGADH,21.380308673239437,70.36669028098592
480,480,GUJARAT,Amreli,1514190,771049,743141,995459,657139,430613,2538,273331,116899,313714,12765,80378,GUJARAT,AMRELI,21.914731383139532,71.27440800494186
481,481,GUJARAT,Bhavnagar,2880365,1490201,1390164,1887255,1150632,744077,7297,500757,356826,387251,28925,171327,GUJARAT,BHAVNAGAR,21.543062641158535,71.88823047439024
482,482,GUJARAT,Anand,2092745,1087224,1005521,1551253,844794,621987,9902,378310,208909,413078,32523,147122,GUJARAT,ANAND,22.44983276352941,72.85244257333333
483,483,GUJARAT,Kheda,2299885,1185727,1114158,1660243,933983,622026,5710,372226,160547,461479,24502,99982,GUJARAT,KHEDA,20.95802763287671,73.35878009178082
484,484,GUJARAT,Panch Mahals,2390776,1226961,1163815,1440805,1097507,567601,3456,398937,104238,463363,19753,59096,GUJARAT,PANCH MAHALS,22.68589235165877,73.66171332180095
485,485,GUJARAT,Dohad,2127086,1068651,1058435,1007171,999124,376504,1733,241117,52807,323697,13497,28030,GUJARAT,DOHAD,23.226090939908254,74.07837993165137
486,486,GUJARAT,Vadodara,4165626,2153736,2011890,2893080,1693473,1240425,53606,798277,692971,547454,117818,411734,GUJARAT,VADODARA,19.60952411330645,74.36263656129033
487,487,GUJARAT,Narmada,590297,301086,289211,370336,294795,160369,576,101940,22248,138121,4081,12997,GUJARAT,NARMADA,21.376535237931034,73.6930845862069
488,488,GUJARAT,Bharuch,1551019,805707,745312,1118276,627124,481996,10257,309091,181319,300677,29531,121542,GUJARAT,BHARUCH,21.770383405898123,72.98552774852547
489,489,GUJARAT,The Dangs,228291,113821,114470,140968,118257,59618,137,29794,7516,52102,1393,2029,GUJARAT,THE DANGS,,
490,490,GUJARAT,Navsari,1329672,678165,651507,1001909,591834,409156,6726,267679,141417,267739,24397,114620,GUJARAT,NAVSARI,20.823746832167835,73.07327353846154
491,491,GUJARAT,Valsad,1705678,887222,818456,1170657,743245,498391,11020,329218,235981,262410,31285,137209,GUJARAT,VALSAD,20.447837839694657,73.03114179389313
492,492,GUJARAT,Surat,6081322,3402224,2679098,4571410,2553542,1899838,55694,1252452,1529998,369840,149331,815423,GUJARAT,SURAT,21.38716190456853,72.76567848807106
493,493,GUJARAT,Tapi,807022,402188,404834,490036,450902,218489,1601,142370,26217,192272,7567,27759,GUJARAT,TAPI,21.17089773678161,73.62856357586206
494,494,DAMAN AND DIU,Diu,52074,25642,26432,38058,15750,18850,368,10575,9062,9788,1055,6177,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,20.719408700000002,70.9687019
495,495,DAMAN AND DIU,Daman,191173,124659,66514,150348,105521,71079,1316,49249,61073,10006,4543,25844,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,20.419658692307692,72.85669753846153
496,496,DADRA AND NAGAR HAVELI,Dadra AND Nagar Haveli,343709,193760,149949,223230,157161,108783,2013,69558,60562,48221,6017,29101,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,20.195300833333334,73.05160283333333
497,497,MAHARASHTRA,Nandurbar,1648295,833170,815125,906509,792065,405012,2579,186202,71572,333440,17047,54335,MAHARASHTRA,NANDURBAR,21.456089429203537,74.28031988495576
498,498,MAHARASHTRA,Dhule,2050862,1054031,996831,1293916,936370,528790,6065,315332,146013,382777,27139,126138,MAHARASHTRA,DHULE,21.08721596849315,74.33968120684932
499,499,MAHARASHTRA,Jalgaon,4229917,2197365,2032552,2891882,1863571,1169788,14297,720791,373565,796223,56775,350029,MAHARASHTRA,JALGAON,20.702306421634617,74.66046128173076
500,500,MAHARASHTRA,Buldana,2586258,1337560,1248698,1879874,1219641,728192,4767,423036,152787,575405,24877,103898,MAHARASHTRA,BULDANA,,
501,501,MAHARASHTRA,Akola,1813906,932334,881572,1411281,768154,504235,6163,314490,196077,308158,24232,107463,MAHARASHTRA,AKOLA,20.765372411489363,77.05493342765958
502,502,MAHARASHTRA,Washim,1197160,620302,576858,869917,569792,330846,1875,196022,55921,274925,10757,36840,MAHARASHTRA,WASHIM,20.218909891463415,77.17913346829268
503,503,MAHARASHTRA,Amravati,2888445,1480768,1407677,2251875,1236322,781815,9438,512492,272894,508921,36185,175917,MAHARASHTRA,AMRAVATI,21.12894717079646,77.64799588252212
504,504,MAHARASHTRA,Wardha,1300774,668385,632389,1019458,608235,388704,4313,266155,120218,268486,16260,114029,MAHARASHTRA,WARDHA,20.711204771311476,78.51398207213116
505,505,MAHARASHTRA,Nagpur,4653570,2384975,2268595,3673808,1868560,1308366,57964,917626,877522,430844,135750,599780,MAHARASHTRA,NAGPUR,22.09402219123457,78.83389016009585
506,506,MAHARASHTRA,Bhandara,1200334,605520,594814,899860,597305,356418,2932,227025,72575,283843,13165,55948,MAHARASHTRA,BHANDARA,21.189827593939395,79.22835329848485
507,507,MAHARASHTRA,Gondiya,1322507,661554,660953,1004243,665419,386515,2866,239981,66813,319702,13595,38044,MAHARASHTRA,GONDIYA,,
508,508,MAHARASHTRA,Gadchiroli,1072942,541328,531614,708365,584237,330840,1663,145459,37254,293586,11064,31014,MAHARASHTRA,GADCHIROLI,20.40583197586207,79.48790066422413
509,509,MAHARASHTRA,Chandrapur,2204307,1123834,1080473,1578615,1058172,684655,8239,418666,233331,451324,31419,172661,MAHARASHTRA,CHANDRAPUR,20.685401271503068,78.56084062368097
510,510,MAHARASHTRA,Yavatmal,2772348,1419965,1352383,2022574,1355999,798132,6094,446516,168889,629243,29917,134500,MAHARASHTRA,YAVATMAL,20.106599622428572,78.13838429542857
511,511,MAHARASHTRA,Nanded,3361292,1730075,1631217,2189425,1493953,821682,7548,488748,230563,591119,43055,116284,MAHARASHTRA,NANDED,19.199579883372092,77.36023347488373
512,512,MAHARASHTRA,Hingoli,1177345,606294,571051,790743,569182,284369,1221,159114,41913,242456,9676,27700,MAHARASHTRA,HINGOLI,67.15850432753624,28.62788674347826
513,513,MAHARASHTRA,Parbhani,1836086,942870,893216,1157814,822797,427239,3982,272486,133759,293480,21196,59272,MAHARASHTRA,PARBHANI,67.8156999146789,28.06957450091743
514,514,MAHARASHTRA,Jalna,1959046,1011473,947573,1195523,930886,502830,3791,288895,98084,404746,17236,60219,MAHARASHTRA,JALNA,32.05408212783505,63.65833308556701
515,515,MAHARASHTRA,Aurangabad,3701282,1924469,1776813,2503837,1575079,979132,23258,589477,427343,551789,69937,246324,MAHARASHTRA,AURANGABAD,19.932176967281105,75.4306022967742
516,516,MAHARASHTRA,Nashik,6107187,3157186,2950001,4345366,2763328,1668932,45039,904710,764271,904661,138887,536781,MAHARASHTRA,NASHIK,20.201593015816325,74.09724791836734
517,517,MAHARASHTRA,Thane,11060148,5865078,5195070,8227161,4492767,3618151,256170,2231800,2904157,713994,551643,1610460,MAHARASHTRA,THANE,19.272943290229886,72.91458423850574
518,518,MAHARASHTRA,Mumbai Suburban,9356962,5031323,4325639,7575485,3735021,3078829,404757,1964657,3078829,0,652946,1586946,MAHARASHTRA,MUMBAI SUBURBAN,19.119234316101696,72.87383030762713
519,519,MAHARASHTRA,Mumbai,3085411,1684608,1400803,2509022,1284396,1107321,121344,625927,1107321,0,204234,494883,MAHARASHTRA,MUMBAI,19.45478120625,72.35563472410715
520,520,MAHARASHTRA,Raigarh,2634200,1344345,1289855,1939994,1072969,959028,38570,547206,377160,581868,96301,328277,MAHARASHTRA,RAIGARH,,
521,521,MAHARASHTRA,Pune,9429408,4924105,4505303,7171723,4048993,3222457,235018,1925019,2056739,1165718,490260,1410448,MAHARASHTRA,PUNE,18.57284150315862,73.88254324613793
522,522,MAHARASHTRA,Ahmadnagar,4543159,2342825,2200334,3151890,2204590,1323404,18370,677592,282011,1041393,68902,300116,MAHARASHTRA,AHMADNAGAR,,
523,523,MAHARASHTRA,Bid,2585049,1349106,1235943,1718507,1255548,698571,5614,402052,135457,563114,29198,82098,MAHARASHTRA,BID,,
524,524,MAHARASHTRA,Latur,2454196,1273140,1181056,1650672,1046857,585632,6217,381722,157016,428616,29758,96018,MAHARASHTRA,LATUR,18.441307268,76.410270178
525,525,MAHARASHTRA,Osmanabad,1657576,861535,796041,1137810,773916,444990,3209,240042,77832,367158,18183,49180,MAHARASHTRA,OSMANABAD,18.65105873148148,76.36898289814815
526,526,MAHARASHTRA,Solapur,4317756,2227852,2089904,2910676,1898395,1156231,15145,595560,376302,779929,59296,248255,MAHARASHTRA,SOLAPUR,19.28929751448598,73.8283089207944
527,527,MAHARASHTRA,Satara,3003741,1510842,1492899,2225694,1354947,975471,14093,562653,200949,774522,57423,271186,MAHARASHTRA,SATARA,17.641492494507574,74.14262352670455
528,528,MAHARASHTRA,Ratnagiri,1615069,761121,853948,1199392,714076,639362,7752,367352,100824,538538,31062,100860,MAHARASHTRA,RATNAGIRI,17.33824511680441,73.28125323002754
529,529,MAHARASHTRA,Sindhudurg,849651,417332,432319,666067,347178,340836,3517,194228,44989,295847,15721,42540,MAHARASHTRA,SINDHUDURG,16.129457185714283,73.68495499137467
530,530,MAHARASHTRA,Kolhapur,3876001,1980658,1895343,2825845,1704054,1179314,22269,770005,382818,796496,71879,340318,MAHARASHTRA,KOLHAPUR,16.60630039894737,74.30376235873685
531,531,MAHARASHTRA,Sangli,2822143,1435728,1386415,2049467,1215104,853673,13212,485126,226801,626872,49056,227034,MAHARASHTRA,SANGLI,17.25820594109589,74.36554455582191
532,532,ANDHRA PRADESH,Adilabad,2741239,1369597,1371642,1483347,1323667,817714,5512,566108,220248,597466,45202,194954,ANDHRA PRADESH,ADILABAD,,
533,533,ANDHRA PRADESH,Nizamabad,2551335,1250641,1300694,1389810,1261076,720298,5261,545913,155133,565165,35036,186740,ANDHRA PRADESH,NIZAMABAD,,
534,534,ANDHRA PRADESH,Karimnagar,3776269,1880800,1895469,2206829,1876768,1165280,8831,926768,288044,877236,46584,344667,ANDHRA PRADESH,KARIMNAGAR,,
535,535,ANDHRA PRADESH,Medak,3033288,1523030,1510258,1637137,1442203,789132,8635,604719,195479,593653,47170,163074,ANDHRA PRADESH,MEDAK,,
536,536,ANDHRA PRADESH,Hyderabad,3943323,2018575,1924748,2892155,1413297,1066289,149034,869721,1066289,0,274653,581509,ANDHRA PRADESH,HYDERABAD,,
537,537,ANDHRA PRADESH,Rangareddy,5296741,2701008,2595733,3538028,2196078,1561322,142879,1211352,1129224,432098,291745,773246,ANDHRA PRADESH,RANGAREDDY,,
538,538,ANDHRA PRADESH,Mahbubnagar,4053028,2050386,2002642,1940646,2082501,1010015,6153,757821,161052,848963,60812,136843,ANDHRA PRADESH,MAHBUBNAGAR,,
539,539,ANDHRA PRADESH,Nalgonda,3488809,1759772,1729037,2001019,1741693,1030937,7715,789225,197433,833504,53777,228818,ANDHRA PRADESH,NALGONDA,,
540,540,ANDHRA PRADESH,Warangal,3512576,1759281,1753295,2065023,1705655,1046987,12952,828077,288249,758738,59006,237349,ANDHRA PRADESH,WARANGAL,,
541,541,ANDHRA PRADESH,Khammam,2797370,1390988,1406382,1630234,1410062,870625,8628,668519,201363,669262,42171,219710,ANDHRA PRADESH,KHAMMAM,,
542,542,ANDHRA PRADESH,Srikakulam,2703114,1341738,1361376,1495381,1290288,902436,3988,615432,149684,752752,32280,149554,ANDHRA PRADESH,SRIKAKULAM,28.66088671492891,73.39820999669031
543,543,ANDHRA PRADESH,Vizianagaram,2344474,1161477,1182997,1238388,1157962,749514,4453,527736,157056,592458,24128,140361,ANDHRA PRADESH,VIZIANAGARAM,47.88206114968944,53.915133177795035
544,544,ANDHRA PRADESH,Visakhapatnam,4290589,2138910,2151679,2568249,1889879,1379340,45492,1010250,660493,718847,124729,495389,ANDHRA PRADESH,VISAKHAPATNAM,,
545,545,ANDHRA PRADESH,East Godavari,5154296,2569688,2584608,3288577,2093681,1605841,22411,1297273,406362,1199479,93784,479914,ANDHRA PRADESH,EAST GODAVARI,17.12904817795287,81.98282672564065
546,546,ANDHRA PRADESH,West Godavari,3936966,1964918,1972048,2652389,1773112,1255628,12050,1017568,248373,1007255,55613,435334,ANDHRA PRADESH,WEST GODAVARI,16.87040932868564,81.22881592692411
547,547,ANDHRA PRADESH,Krishna,4517398,2267375,2250023,3009718,2048880,1476334,30438,1163932,567042,909292,101450,632890,ANDHRA PRADESH,KRISHNA,18.01565322606383,80.34893576942248
548,548,ANDHRA PRADESH,Guntur,4887813,2440521,2447292,2960441,2381624,1582990,19383,1186028,513113,1069877,80434,648568,ANDHRA PRADESH,GUNTUR,16.332144600675477,80.12530516063143
549,549,ANDHRA PRADESH,Prakasam,3397448,1714764,1682684,1904435,1700567,1087575,6151,763746,214089,873486,43611,290947,ANDHRA PRADESH,PRAKASAM,15.596786977678573,79.526108971875
550,550,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,2963557,1492974,1470583,1832189,1314561,953513,10201,696024,264376,689137,39583,233623,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,,
551,551,ANDHRA PRADESH,Y.S.R.,2882469,1451777,1430692,1716766,1320404,884093,6667,671764,293504,590589,39923,209532,ANDHRA PRADESH,Y.S.R.,14.479968719281915,78.74806786728723
552,552,ANDHRA PRADESH,Kurnool,4053463,2039227,2014236,2127161,2029425,1090835,10081,816721,306982,783853,56478,195001,ANDHRA PRADESH,KURNOOL,15.244523459555557,77.52593209114285
553,553,ANDHRA PRADESH,Anantapur,4081148,2064495,2016653,2310960,2036166,1244428,8606,897970,341431,902997,48299,223016,ANDHRA PRADESH,ANANTAPUR,14.816988870231214,77.17629042767629
554,554,ANDHRA PRADESH,Chittoor,4174064,2090204,2083860,2667878,1933357,1303870,13763,944555,395900,907970,67087,324406,ANDHRA PRADESH,CHITTOOR,13.572386619907062,79.22133582654276
555,555,KARNATAKA,Belgaum,4779661,2423063,2356598,3052032,2105668,1318975,17560,808827,356198,962777,73497,240742,KARNATAKA,BELGAUM,,
556,556,KARNATAKA,Bagalkot,1889752,950111,939641,1113412,818081,490657,3745,301389,165858,324799,26297,49345,KARNATAKA,BAGALKOT,,
557,557,KARNATAKA,Bijapur,2177331,1111022,1066309,1248268,927722,527490,4987,326594,131041,396449,36571,58890,KARNATAKA,BIJAPUR,,
558,558,KARNATAKA,Bidar,1703300,870665,832635,1042673,702608,389403,3971,271439,102269,287134,36072,34924,KARNATAKA,BIDAR,17.847794196764706,77.73108869588235
559,559,KARNATAKA,Raichur,1928812,964511,964301,979769,903413,455848,5200,314547,125402,330446,33903,51443,KARNATAKA,RAICHUR,16.087613640625,76.70265249140625
560,560,KARNATAKA,Koppal,1389920,699926,689994,809085,654766,337649,2135,223166,64681,272968,15263,31673,KARNATAKA,KOPPAL,15.55208225017814,75.94852111178251
561,561,KARNATAKA,Gadag,1064570,537147,527423,700177,495722,291972,3373,198064,111906,180066,15625,31959,KARNATAKA,GADAG,15.446563551923077,74.88879058141026
562,562,KARNATAKA,Dharwad,1847023,937206,909817,1301664,784833,483104,15013,347962,283397,199707,49585,140584,KARNATAKA,DHARWAD,15.383064253990609,74.84787721830986
563,563,KARNATAKA,Uttara Kannada,1437169,726256,710913,1081906,608526,474792,6129,290791,140511,334281,21501,88187,KARNATAKA,UTTARA KANNADA,14.388194923206106,73.76466714530535
564,564,KARNATAKA,Haveri,1597668,819128,778540,1085443,730066,413564,2456,295937,98488,315076,17819,41517,KARNATAKA,HAVERI,14.725363545914398,75.41142462268482
565,565,KARNATAKA,Bellary,2452595,1236954,1215641,1421621,1116880,623480,9626,440374,251876,371604,40190,114040,KARNATAKA,BELLARY,,
566,566,KARNATAKA,Chitradurga,1659456,840843,818613,1087392,856587,447348,5711,307257,97644,349704,28897,60522,KARNATAKA,CHITRADURGA,14.942925366773162,76.01375073064517
567,567,KARNATAKA,Davanagere,1945497,986400,959097,1308540,875207,530691,7320,372671,176011,354680,39416,100812,KARNATAKA,DAVANAGERE,,
568,568,KARNATAKA,Shimoga,1752753,877415,875338,1263016,780598,554106,8791,363835,201662,352444,35207,128087,KARNATAKA,SHIMOGA,,
569,569,KARNATAKA,Udupi,1177361,562131,615230,926429,513241,385389,9070,224814,115572,269817,24817,83810,KARNATAKA,UDUPI,13.439461015644172,74.81035235030674
570,570,KARNATAKA,Chikmagalur,1137961,566622,571339,818345,565774,392426,4510,238505,80766,311660,18727,74534,KARNATAKA,CHIKMAGALUR,,
571,571,KARNATAKA,Tumkur,2678980,1350594,1328386,1813391,1354646,890242,7971,562769,204799,685443,41751,116539,KARNATAKA,TUMKUR,,
572,572,KARNATAKA,Bangalore,9621551,5022661,4598890,7512276,4246927,3267960,430880,2330631,2967384,300576,790103,1788912,KARNATAKA,BANGALORE,,
573,573,KARNATAKA,Mandya,1805769,905085,900684,1149649,871408,562302,3367,391033,103435,458867,20265,80452,KARNATAKA,MANDYA,13.797030315384616,75.60488118461538
574,574,KARNATAKA,Hassan,1776421,883667,892754,1225256,903580,628981,4851,400702,132878,496103,23444,90599,KARNATAKA,HASSAN,12.999231985148516,94.73458244084159
575,575,KARNATAKA,Dakshina Kannada,2089649,1034714,1054935,1666323,997721,650292,23305,386300,317373,332919,55233,175270,KARNATAKA,DAKSHINA KANNADA,12.873263444902387,75.11463640845987
576,576,KARNATAKA,Kodagu,554519,274608,279911,412877,278938,212974,3308,113931,31792,181182,10758,40958,KARNATAKA,KODAGU,12.951213871173708,75.83986703483568
577,577,KARNATAKA,Mysore,3001127,1511600,1489527,1962180,1314268,920982,28397,640868,380386,540596,80086,273706,KARNATAKA,MYSORE,,
578,578,KARNATAKA,Chamarajanagar,1020791,512231,508560,565279,481693,319880,1334,212156,57200,262680,11863,40944,KARNATAKA,CHAMARAJANAGAR,,
579,579,KARNATAKA,Gulbarga,2566326,1301755,1264571,1427368,1087028,600007,9752,404767,199303,400704,52483,77334,KARNATAKA,GULBARGA,,
580,580,KARNATAKA,Yadgir,1174271,590329,583942,510003,547696,262995,1410,156222,55208,207787,13216,18978,KARNATAKA,YADGIR,17.689424461139897,76.0687216326425
581,581,KARNATAKA,Kolar,1536401,776396,760005,1016219,717872,477609,5051,309494,151042,326567,27235,72407,KARNATAKA,KOLAR,13.116530547488583,77.94116736210046
582,582,KARNATAKA,Chikkaballapura,1255104,636437,618667,783222,639778,409702,2672,257243,94053,315649,17360,50936,KARNATAKA,CHIKKABALLAPURA,13.537314064795918,77.81361390306122
583,583,KARNATAKA,Bangalore Rural,990923,509172,481751,688749,459891,326462,3729,214253,95410,231052,17066,77454,KARNATAKA,BANGALORE RURAL,,
584,584,KARNATAKA,Ramanagara,1082636,548008,534628,674758,531459,351784,2844,238926,84834,266950,18003,46872,KARNATAKA,RAMANAGARA,12.717379316759777,77.30261009273742
585,585,GOA,North Goa,818008,416677,401331,663060,327658,325089,23440,173951,209230,115859,56266,132612,GOA,NORTH GOA,47.36656369561403,41.91046466842105
586,586,GOA,South Goa,640537,322463,318074,502427,249590,251493,17624,138810,162873,88620,44299,102191,GOA,SOUTH GOA,48.01870113416667,41.9893717425
587,587,LAKSHADWEEP,Lakshadweep,64473,33123,31350,52553,18753,21242,327,10669,15953,5289,1501,1779,LAKSHADWEEP,LAKSHADWEEP,,
588,588,KERALA,Kasaragod,1307375,628613,678762,1037492,462998,417805,10378,237670,166164,251641,32484,74092,KERALA,KASARAGOD,12.455296275,75.1112537
589,589,KERALA,Kannur,2523003,1181446,1341557,2138434,824116,872479,32653,511167,566191,306288,83940,115356,KERALA,KANNUR,12.196635385602095,75.32892915433071
590,590,KERALA,Wayanad,817420,401684,415736,645585,340077,277988,4712,149864,11805,266183,15944,23028,KERALA,WAYANAD,11.704458598726115,75.70101910828025
591,591,KERALA,Kozhikode,3086293,1470942,1615351,2615443,948981,990336,36791,641660,666543,323793,107602,145558,KERALA,KOZHIKODE,11.45234476883117,75.7947561922078
592,592,KERALA,Malappuram,4112920,1960328,2152592,3311315,1062424,1157129,27909,730119,522586,634543,119918,139994,KERALA,MALAPPURAM,11.325622811792453,76.29248956406619
593,593,KERALA,Palakkad,2809934,1359478,1450456,2239492,1042340,894341,27162,587583,228442,665899,69440,178386,KERALA,PALAKKAD,32.111782084730535,56.27548275748503
594,594,KERALA,Thrissur,3121200,1480763,1640437,2678548,1095727,1051867,56148,721625,715119,336748,132774,338350,KERALA,THRISSUR,10.527339350384615,76.2274072946895
595,595,KERALA,Ernakulam,3282388,1619557,1662831,2855676,1249343,1174691,88737,771287,804997,369694,184167,499291,KERALA,ERNAKULAM,10.648068128328612,76.30382134787536
596,596,KERALA,Idukki,1108974,552808,556166,923010,516363,412433,8250,244844,20823,391610,24863,54626,KERALA,IDUKKI,30.39692400989761,76.415201
597,597,KERALA,Kottayam,1974551,968289,1006262,1749798,735735,678161,37849,464039,196194,481967,83999,187213,KERALA,KOTTAYAM,10.4157752559375,76.6134846840625
598,598,KERALA,Alappuzha,2127789,1013142,1114647,1852797,804471,723536,28842,507913,392117,331419,71593,274392,KERALA,ALAPPUZHA,9.641736942424242,76.19524288383839
599,599,KERALA,Pathanamthitta,1197412,561716,635696,1062553,392794,472840,21015,302296,57848,414992,49466,128889,KERALA,PATHANAMTHITTA,9.354317906687898,76.73554528184714
600,600,KERALA,Kollam,2635375,1246968,1388407,2240273,912025,925130,31542,630767,401415,523715,83133,263148,KERALA,KOLLAM,8.975981137741046,76.75245890192838
601,601,KERALA,Thiruvananthapuram,3301427,1581678,1719749,2785408,1231669,1169117,71621,783872,609824,559293,155321,343590,KERALA,THIRUVANANTHAPURAM,15.365587438014527,70.27904618062954
602,602,TAMIL NADU,Thiruvallur,3728104,1876062,1852042,2791721,1538054,1119433,75634,909400,732196,387237,174279,621907,TAMIL NADU,THIRUVALLUR,13.183100714079423,79.97365099999999
603,603,TAMIL NADU,Chennai,4646732,2335844,2310888,3776276,1817297,1314125,217368,1096334,1314125,0,355838,910262,TAMIL NADU,CHENNAI,13.044088371741935,80.19091830993548
604,604,TAMIL NADU,Kancheepuram,3998252,2012958,1985294,3013382,1673814,1213504,100322,961161,774705,438799,200738,622095,TAMIL NADU,KANCHEEPURAM,,
605,605,TAMIL NADU,Vellore,3936331,1961688,1974643,2773928,1689330,1140300,20623,865913,486801,653499,69912,417535,TAMIL NADU,VELLORE,12.911026620588236,78.7935781079832
606,606,TAMIL NADU,Tiruvannamalai,2464875,1235889,1228986,1626813,1238177,710163,6445,549077,147061,563102,27529,176242,TAMIL NADU,TIRUVANNAMALAI,12.357726920707071,79.23776362626262
607,607,TAMIL NADU,Viluppuram,3458873,1740819,1718054,2195776,1703249,967314,8472,748444,159272,808042,43311,228172,TAMIL NADU,VILUPPURAM,,
608,608,TAMIL NADU,Salem,3482056,1781571,1700485,2285562,1694160,1170352,20660,835377,597539,572813,63867,448968,TAMIL NADU,SALEM,11.667074195303327,78.1722196334638
609,609,TAMIL NADU,Namakkal,1726601,869280,857321,1176131,898245,627484,8960,441044,257127,370357,31581,265276,TAMIL NADU,NAMAKKAL,11.323866674022346,78.1000701812849
610,610,TAMIL NADU,Erode,2251744,1129868,1121876,1492662,1195773,843684,18604,595211,432398,411286,58861,371015,TAMIL NADU,ERODE,11.583206136781609,77.33027802816092
611,611,TAMIL NADU,The Nilgiris,735394,360143,375251,569647,349974,264105,4561,180261,151979,112126,17935,86277,TAMIL NADU,THE NILGIRIS,18.144057391712707,70.14538068618785
612,612,TAMIL NADU,Dindigul,2159775,1080938,1078837,1481834,1105155,713542,9155,500057,269724,443818,38677,209640,TAMIL NADU,DINDIGUL,13.454715809192827,74.79720814484304
613,613,TAMIL NADU,Karur,1064493,528184,536309,727044,543298,364661,4915,264949,152420,212241,17995,135831,TAMIL NADU,KARUR,10.824431775862069,77.79647264827587
614,614,TAMIL NADU,Tiruchirappalli,2722290,1352284,1370006,2038981,1213979,875727,30046,651621,423020,452707,79588,333478,TAMIL NADU,TIRUCHIRAPPALLI,10.88959283,78.59084768302574
615,615,TAMIL NADU,Perambalur,565223,282157,283066,375823,299726,188592,1507,135751,33179,155413,7745,49390,TAMIL NADU,PERAMBALUR,12.760641563703704,77.90049670444445
616,616,TAMIL NADU,Ariyalur,754894,374703,380191,480604,359851,254277,1749,177502,30322,223955,8371,39642,TAMIL NADU,ARIYALUR,11.731140144751382,79.23630171270717
617,617,TAMIL NADU,Cuddalore,2605914,1311697,1294217,1815281,1169880,758209,15396,598412,260780,497429,50938,244610,TAMIL NADU,CUDDALORE,11.541861130634574,79.53233323763676
618,618,TAMIL NADU,Nagapattinam,1616450,798127,818323,1213008,671994,517740,5585,381940,118724,399016,19692,143846,TAMIL NADU,NAGAPATTINAM,30.999436782183906,59.43274874597701
619,619,TAMIL NADU,Thiruvarur,1264277,626693,637584,946471,540168,408179,4416,303114,86848,321331,15535,109580,TAMIL NADU,THIRUVARUR,18.327250633913042,71.92098651710144
620,620,TAMIL NADU,Thanjavur,2405890,1182416,1223474,1790998,974079,753372,13495,555582,274302,479070,42912,223044,TAMIL NADU,THANJAVUR,32.13350944424603,59.17091187321429
621,621,TAMIL NADU,Pudukkottai,1618345,803188,815157,1110545,761693,503941,4494,354493,104229,399712,18272,82967,TAMIL NADU,PUDUKKOTTAI,10.756775551359517,78.46655112779456
622,622,TAMIL NADU,Sivaganga,1339101,668672,670429,959744,620171,452417,5773,314270,143193,309224,24456,113822,TAMIL NADU,SIVAGANGA,27.13621350130293,61.39197353322475
623,623,TAMIL NADU,Madurai,3038252,1526475,1511777,2273430,1354632,1010441,34097,754141,592723,417718,95311,391821,TAMIL NADU,MADURAI,10.02604606051948,77.9182929761039
624,624,TAMIL NADU,Theni,1245899,625683,620216,870080,591642,410623,4667,312310,221295,189328,18830,147529,TAMIL NADU,THENI,9.99382036013072,77.50758550196079
625,625,TAMIL NADU,Virudhunagar,1942288,967709,974579,1398788,950158,734724,10219,505950,370942,363782,37357,235005,TAMIL NADU,VIRUDHUNAGAR,9.480530652346571,77.63365642021661
626,626,TAMIL NADU,Ramanathapuram,1353445,682658,670787,978946,602977,417239,5172,291400,126761,290478,22379,100484,TAMIL NADU,RAMANATHAPURAM,9.46130843,78.698939716
627,627,TAMIL NADU,Thoothukkudi,1750176,865021,885155,1349697,748095,636739,11455,437916,300661,336078,35791,200616,TAMIL NADU,THOOTHUKKUDI,,
628,628,TAMIL NADU,Tirunelveli,3077233,1520912,1556321,2273457,1436454,1064667,19070,779130,516705,547962,63590,361760,TAMIL NADU,TIRUNELVELI,8.57983889771987,77.43090776156352
629,629,TAMIL NADU,Kanniyakumari,1870374,926345,944029,1548738,679620,598041,15673,465692,493788,104253,52943,199188,TAMIL NADU,KANNIYAKUMARI,8.238904367557252,76.8017066629771
